review_id,product_id,entity_id,salience,sentiment_score,sentiment_magnitude,name,type
1,1,1,1.0,-0.800000011920929,0.800000011920929,pot,CONSUMER_GOOD
2,1,1,0.39784669876098633,0.8999999761581421,0.8999999761581421,coffee maker,CONSUMER_GOOD
2,1,2,0.2513324022293091,0.0,0.0,husband,PERSON
2,1,3,0.07210337370634079,0.0,0.0,work,OTHER
2,1,4,0.05629817023873329,0.10000000149011612,0.10000000149011612,pot feature,OTHER
2,1,5,0.05629817023873329,0.0,0.0,weekdays,OTHER
2,1,6,0.05171535536646843,0.20000000298023224,0.20000000298023224,pot feature,OTHER
2,1,7,0.05171535536646843,0.0,0.0,weekends,OTHER
2,1,8,0.03876889497041702,0.699999988079071,0.699999988079071,coffee,OTHER
2,1,9,0.023921601474285126,0.699999988079071,0.699999988079071,kureg pod,OTHER
4,1,1,0.28571510314941406,0.10000000149011612,0.20000000298023224,time,EVENT
4,1,2,0.24678164720535278,-0.8999999761581421,0.8999999761581421,Horrible,OTHER
4,1,3,0.1936236023902893,0.0,0.0,coffee maker,CONSUMER_GOOD
4,1,4,0.0794144943356514,0.0,0.0,move,EVENT
4,1,5,0.04989202693104744,0.0,0.0,reservoir,LOCATION
4,1,6,0.04989202693104744,-0.30000001192092896,0.30000001192092896,everywhere,LOCATION
4,1,7,0.04208042845129967,-0.30000001192092896,0.30000001192092896,water,OTHER
4,1,8,0.0263003408908844,-0.8999999761581421,0.8999999761581421,waste,OTHER
4,1,9,0.0263003408908844,-0.800000011920929,0.800000011920929,money,OTHER
5,1,1,0.3107456564903259,0.8999999761581421,1.899999976158142,finish,OTHER
5,1,2,0.25553086400032043,0.8999999761581421,0.8999999761581421,quality,OTHER
5,1,3,0.2546425461769104,0.8999999761581421,0.8999999761581421,product,CONSUMER_GOOD
5,1,4,0.17908093333244324,0.0,0.0,price,OTHER
6,1,1,0.3475952446460724,-0.8999999761581421,0.8999999761581421,negative,OTHER
6,1,2,0.1992053985595703,-0.10000000149011612,0.4000000059604645,sound,OTHER
6,1,3,0.1359451562166214,-0.8999999761581421,0.8999999761581421,cup,OTHER
6,1,4,0.11713225394487381,0.0,0.0,pot,CONSUMER_GOOD
6,1,5,0.052542123943567276,0.20000000298023224,0.20000000298023224,warmer,OTHER
6,1,6,0.047629665583372116,-0.20000000298023224,0.20000000298023224,coffee,OTHER
6,1,7,0.03582126647233963,-0.4000000059604645,0.4000000059604645,light,OTHER
6,1,8,0.026883069425821304,-0.20000000298023224,0.20000000298023224,notification,OTHER
6,1,9,0.01885107532143593,0.8999999761581421,0.8999999761581421,positive,OTHER
6,1,10,0.018394729122519493,0.699999988079071,0.699999988079071,cup option,OTHER
7,1,1,0.302141398191452,-0.8999999761581421,0.8999999761581421,carafe,OTHER
7,1,2,0.2691471576690674,-0.8999999761581421,0.8999999761581421,Item,OTHER
7,1,3,0.11943574249744415,-0.800000011920929,0.800000011920929,replacement,OTHER
7,1,4,0.11534944921731949,-0.800000011920929,1.600000023841858,carafe,OTHER
7,1,5,0.08174823224544525,-0.4000000059604645,0.4000000059604645,Update,OTHER
7,1,6,0.03659255430102348,-0.699999988079071,0.699999988079071,brewing side,OTHER
7,1,7,0.025183646008372307,-0.8999999761581421,0.8999999761581421,product,CONSUMER_GOOD
7,1,8,0.0176701657474041,-0.4000000059604645,0.4000000059604645,help line,OTHER
7,1,9,0.011132367886602879,0.0,0.0,times,OTHER
7,1,10,0.011132367886602879,0.10000000149011612,0.10000000149011612,cups,OTHER
7,1,11,0.01046693604439497,-0.20000000298023224,0.20000000298023224,Hamilton Beach,LOCATION
8,1,1,0.5610503554344177,0.8999999761581421,0.8999999761581421,machine,CONSUMER_GOOD
8,1,2,0.13892069458961487,0.4000000059604645,1.0,value,OTHER
8,1,3,0.06728264689445496,-0.5,0.5,TRAVELING MUG,CONSUMER_GOOD
8,1,4,0.0605807863175869,0.30000001192092896,0.699999988079071,Coffee,PERSON
8,1,5,0.05605188012123108,0.0,0.0,IT,OTHER
8,1,6,0.05282508209347725,0.8999999761581421,0.8999999761581421,machine,CONSUMER_GOOD
8,1,7,0.026916509494185448,0.0,0.0,PICTURE,WORK_OF_ART
8,1,8,0.019361140206456184,0.10000000149011612,0.10000000149011612,filter,CONSUMER_GOOD
8,1,9,0.01701091229915619,0.0,0.0,paper,OTHER
9,1,1,0.7010241150856018,0.0,0.0,coffee maker,CONSUMER_GOOD
9,1,2,0.2989758551120758,-0.5,0.5,sides,OTHER
10,1,1,1.0,0.8999999761581421,0.8999999761581421,product,CONSUMER_GOOD
14,1,1,1.0,0.699999988079071,0.699999988079071,mother,PERSON
15,1,1,1.0,0.10000000149011612,0.10000000149011612,Works,WORK_OF_ART
16,1,1,0.3885975182056427,0.0,2.299999952316284,machine,CONSUMER_GOOD
16,1,2,0.11355032026767731,-0.20000000298023224,0.20000000298023224,landfill coffee,OTHER
16,1,3,0.09225176274776459,0.0,0.0,cups,OTHER
16,1,4,0.05581460893154144,-0.10000000149011612,0.10000000149011612,Keurig,ORGANIZATION
16,1,5,0.04104814678430557,-0.10000000149011612,0.10000000149011612,drinker,OTHER
16,1,6,0.04055838659405708,0.0,0.0,decaf drinker,CONSUMER_GOOD
16,1,7,0.03705335408449173,-0.5,0.5,coffee,OTHER
16,1,8,0.03149641305208206,-0.20000000298023224,0.20000000298023224,cup,OTHER
16,1,9,0.02790995128452778,0.30000001192092896,0.30000001192092896,side brew,OTHER
16,1,10,0.025953898206353188,-0.5,0.5,grind,OTHER
16,1,11,0.024863099679350853,0.10000000149011612,0.10000000149011612,things,OTHER
16,1,12,0.024863099679350853,-0.800000011920929,0.800000011920929,filters,CONSUMER_GOOD
16,1,13,0.023270059376955032,-0.30000001192092896,0.30000001192092896,coarse grind,OTHER
16,1,14,0.022838469594717026,0.0,0.0,grounds,OTHER
16,1,15,0.01880120113492012,-0.6000000238418579,0.6000000238418579,cup brew doe,OTHER
16,1,16,0.017264772206544876,0.0,0.0,microwave,CONSUMER_GOOD
16,1,17,0.013864939101040363,-0.800000011920929,0.800000011920929,coffee,OTHER
17,1,1,0.6655148863792419,0.8999999761581421,1.899999976158142,coffeemaker,CONSUMER_GOOD
17,1,2,0.16277067363262177,0.8999999761581421,1.899999976158142,single-serve,OTHER
17,1,3,0.022282538935542107,-0.10000000149011612,0.10000000149011612,fortune,OTHER
17,1,4,0.02208956517279148,0.4000000059604645,0.4000000059604645,coffee pods,OTHER
17,1,5,0.0204564668238163,-0.30000001192092896,0.30000001192092896,k-cups,OTHER
17,1,6,0.01919647864997387,0.10000000149011612,0.10000000149011612,coffee,OTHER
17,1,7,0.017518436536192894,0.10000000149011612,0.10000000149011612,pot,CONSUMER_GOOD
17,1,8,0.01539792213588953,0.20000000298023224,0.20000000298023224,both,OTHER
17,1,9,0.013209699653089046,0.0,0.0,Keurig,ORGANIZATION
17,1,10,0.013094891794025898,0.6000000238418579,0.6000000238418579,Senseo,OTHER
17,1,11,0.009728478267788887,0.0,0.0,pot,OTHER
17,1,12,0.006787355989217758,-0.5,0.5,plastic,OTHER
17,1,13,0.006787355989217758,-0.10000000149011612,0.10000000149011612,landfill,LOCATION
17,1,14,0.005165244918316603,0.8999999761581421,0.8999999761581421,best,OTHER
18,1,1,0.4861930310726166,0.8999999761581421,1.899999976158142,coffee maker,CONSUMER_GOOD
18,1,2,0.07049305737018585,0.4000000059604645,0.800000011920929,cup,OTHER
18,1,3,0.04962831735610962,0.8999999761581421,0.8999999761581421,problems,OTHER
18,1,4,0.04536399617791176,-0.10000000149011612,0.10000000149011612,family,PERSON
18,1,5,0.027693763375282288,0.10000000149011612,0.30000001192092896,Ninja Coffee Bar,LOCATION
18,1,6,0.023154720664024353,0.0,0.0,brewer,PERSON
18,1,7,0.019612908363342285,0.4000000059604645,0.4000000059604645,mug,CONSUMER_GOOD
18,1,8,0.019612908363342285,0.4000000059604645,0.4000000059604645,travel mug,CONSUMER_GOOD
18,1,9,0.01939561404287815,0.0,0.8999999761581421,unit,ORGANIZATION
18,1,10,0.01732606254518032,0.800000011920929,0.800000011920929,brewing,EVENT
18,1,11,0.01729840599000454,0.0,0.0,coffee-drinkers,CONSUMER_GOOD
18,1,12,0.01729840599000454,0.0,0.0,everyone,PERSON
18,1,13,0.01652693748474121,0.5,0.5,ground coffee,OTHER
18,1,14,0.013214411213994026,0.20000000298023224,0.20000000298023224,pot,CONSUMER_GOOD
18,1,15,0.012498229742050171,0.8999999761581421,0.8999999761581421,start,OTHER
18,1,16,0.011952265165746212,0.0,0.0,pot,CONSUMER_GOOD
18,1,17,0.011754477396607399,0.20000000298023224,0.20000000298023224,church,LOCATION
18,1,18,0.011754477396607399,0.10000000149011612,0.10000000149011612,home,LOCATION
18,1,19,0.011642945930361748,0.800000011920929,0.800000011920929,flavor,OTHER
18,1,20,0.011642945930361748,0.5,0.5,strength,OTHER
18,1,21,0.01161110494285822,0.20000000298023224,0.20000000298023224,pots,CONSUMER_GOOD
18,1,22,0.01076261606067419,-0.30000001192092896,0.30000001192092896,waste,OTHER
18,1,23,0.009218527004122734,-0.4000000059604645,0.4000000059604645,brew cups,OTHER
18,1,24,0.008811595849692822,-0.10000000149011612,0.10000000149011612,price,OTHER
18,1,25,0.006988399662077427,0.0,0.0,mesh filter,OTHER
18,1,26,0.006444526370614767,-0.10000000149011612,0.10000000149011612,maker,ORGANIZATION
18,1,27,0.006401723716408014,0.0,0.0,product,CONSUMER_GOOD
18,1,28,0.005652931984513998,-0.30000001192092896,0.30000001192092896,money,OTHER
18,1,29,0.005049191415309906,0.0,0.0,coffee,OTHER
18,1,30,0.004045291803777218,-0.30000001192092896,0.30000001192092896,K-cups,OTHER
18,1,31,0.0038100238889455795,0.0,0.0,Hamilton Beach,LOCATION
18,1,32,0.0038045067340135574,-0.30000001192092896,0.30000001192092896,Ninja,CONSUMER_GOOD
18,1,33,0.0033416857477277517,0.0,0.0,Hamilton Beach 49980A,OTHER
20,1,1,1.0,0.8999999761581421,0.8999999761581421,coffee,OTHER
21,1,1,0.2133294939994812,0.0,0.0,review,WORK_OF_ART
21,1,2,0.16398222744464874,0.10000000149011612,0.6000000238418579,deal,OTHER
21,1,3,0.15845921635627747,0.20000000298023224,0.5,part,OTHER
21,1,4,0.1345481276512146,-0.6000000238418579,1.2999999523162842,pieces,WORK_OF_ART
21,1,5,0.10183943808078766,0.0,0.10000000149011612,option,OTHER
21,1,6,0.05103359371423721,0.10000000149011612,0.10000000149011612,size,OTHER
21,1,7,0.04049722105264664,0.8999999761581421,0.8999999761581421,price,OTHER
21,1,8,0.03439756855368614,-0.800000011920929,0.800000011920929,pieces,OTHER
21,1,9,0.027399251237511635,0.30000001192092896,0.30000001192092896,cup,OTHER
21,1,10,0.025245223194360733,0.10000000149011612,0.10000000149011612,use,OTHER
21,1,11,0.014747709967195988,0.30000001192092896,0.30000001192092896,parts,OTHER
21,1,12,0.014726949855685234,0.0,0.0,piece,WORK_OF_ART
21,1,13,0.01356398593634367,0.8999999761581421,0.8999999761581421,deal,OTHER
21,1,14,0.00622999481856823,0.0,0.0,water,OTHER
22,1,1,0.4518637955188751,-0.8999999761581421,1.899999976158142,coffee maker,CONSUMER_GOOD
22,1,2,0.2915499806404114,0.0,0.0,Keirig,PERSON
22,1,3,0.10201245546340942,-0.699999988079071,1.399999976158142,lot,OTHER
22,1,4,0.05645722523331642,0.0,0.0,reviews,WORK_OF_ART
22,1,5,0.05166810750961304,-0.30000001192092896,0.30000001192092896,money,OTHER
22,1,6,0.025007635354995728,0.10000000149011612,0.10000000149011612,Keirig,PERSON
22,1,7,0.02144080586731434,-0.5,0.5,coffees,OTHER
23,1,1,0.6641533374786377,0.8999999761581421,0.8999999761581421,brewer,PERSON
23,1,2,0.22230276465415955,0.10000000149011612,0.10000000149011612,cup,OTHER
23,1,3,0.11354389041662216,0.0,0.0,use,EVENT
