review_id,product_id,entity_id,salience,sentiment_score,sentiment_magnitude,name,type
1,1,1,0.7231016159057617,0.8999999761581421,1.899999976158142,coffee maker,CONSUMER_GOOD
1,1,2,0.1450013369321823,0.20000000298023224,0.5,reservoir,LOCATION
1,1,3,0.03071589395403862,0.8999999761581421,0.8999999761581421,coffee,OTHER
1,1,4,0.029259588569402695,0.0,0.0,coffees,OTHER
1,1,5,0.023499395698308945,0.4000000059604645,0.4000000059604645,flavors,OTHER
1,1,6,0.01649566926062107,0.5,0.5,Teas,OTHER
1,1,7,0.013944752514362335,0.30000001192092896,0.30000001192092896,K-Cup,ORGANIZATION
1,1,8,0.00977535080164671,0.0,0.0,Hot Chocolate,CONSUMER_GOOD
1,1,9,0.008206401951611042,0.20000000298023224,0.20000000298023224,brands,OTHER
2,1,1,0.5611672401428223,-0.5,1.7000000476837158,Problem,OTHER
2,1,2,0.31253665685653687,0.20000000298023224,0.20000000298023224,product,CONSUMER_GOOD
2,1,3,0.03895019367337227,-0.30000001192092896,0.30000001192092896,Water,OTHER
2,1,4,0.03452044725418091,-0.10000000149011612,0.10000000149011612,container,CONSUMER_GOOD
2,1,5,0.03452044725418091,0.0,0.0,coffee maker,CONSUMER_GOOD
2,1,6,0.018305040895938873,0.0,0.0,alternatives,OTHER
3,1,1,0.44229787588119507,0.0,0.4000000059604645,reservoir,LOCATION
3,1,2,0.23583930730819702,0.4000000059604645,0.4000000059604645,no frills,OTHER
3,1,3,0.14330412447452545,0.6000000238418579,0.6000000238418579,reservoir,LOCATION
3,1,4,0.09745848923921585,0.10000000149011612,0.10000000149011612,Keurig,ORGANIZATION
3,1,5,0.08110019564628601,0.4000000059604645,0.4000000059604645,coffee,OTHER
5,1,1,0.4509832561016083,0.10000000149011612,0.10000000149011612,DIFFERENCE,OTHER
5,1,2,0.4408072233200073,0.0,0.0,COFFEE PRESS,OTHER
5,1,3,0.1082095131278038,0.5,0.5,IT,OTHER
6,1,1,0.4264588952064514,0.0,0.0,employee,PERSON
6,1,2,0.42177215218544006,0.0,0.0,gift,OTHER
6,1,3,0.15176893770694733,0.699999988079071,0.699999988079071,households,PERSON
7,1,1,0.5586094260215759,-0.8999999761581421,0.8999999761581421,coffee maker,CONSUMER_GOOD
7,1,2,0.22516927123069763,-0.4000000059604645,1.2000000476837158,owners manual,OTHER
7,1,3,0.09048283100128174,0.0,0.0,cups,OTHER
7,1,4,0.08784133940935135,-0.20000000298023224,0.20000000298023224,coffee,OTHER
7,1,5,0.03789711371064186,-0.8999999761581421,0.8999999761581421,nothing,OTHER
8,1,1,0.3664965331554413,-0.30000001192092896,0.30000001192092896,coffee,OTHER
8,1,2,0.20221297442913055,-0.800000011920929,0.800000011920929,fact,OTHER
8,1,3,0.12762156128883362,-0.20000000298023224,0.20000000298023224,chamber,ORGANIZATION
8,1,4,0.12611010670661926,-0.5,0.5,water,OTHER
8,1,5,0.06742188334465027,0.4000000059604645,0.4000000059604645,Im,OTHER
8,1,6,0.05717995762825012,-0.20000000298023224,0.20000000298023224,health hazard,OTHER
8,1,7,0.019058888778090477,0.0,0.0,chance,OTHER
8,1,8,0.019058888778090477,0.10000000149011612,0.10000000149011612,bacteria,OTHER
8,1,9,0.014839217066764832,0.10000000149011612,0.10000000149011612,refund,OTHER
9,1,1,0.7896519303321838,-0.5,1.100000023841858,product,CONSUMER_GOOD
9,1,2,0.05481398105621338,-0.699999988079071,0.699999988079071,water,OTHER
9,1,3,0.0494028776884079,-0.10000000149011612,0.10000000149011612,both,PERSON
9,1,4,0.045939914882183075,-0.800000011920929,0.800000011920929,issues,OTHER
9,1,5,0.04571470618247986,0.0,0.0,pump,OTHER
9,1,6,0.014476602897047997,-0.20000000298023224,0.20000000298023224,Keurig,ORGANIZATION
10,1,1,0.6196374893188477,0.5,1.0,one,OTHER
10,1,2,0.23944063484668732,0.0,0.0,house,LOCATION
10,1,3,0.03479187563061714,0.10000000149011612,0.10000000149011612,side,OTHER
10,1,4,0.03167198225855827,0.0,0.0,price,OTHER
10,1,5,0.03144329413771629,0.0,0.0,starbucks,LOCATION
10,1,6,0.03144329413771629,0.0,0.0,home,LOCATION
10,1,7,0.011571451090276241,0.0,0.0,water reservoir,LOCATION
11,1,1,0.4871392548084259,-0.30000001192092896,1.7999999523162842,Keurig,ORGANIZATION
11,1,2,0.08555036783218384,-0.8999999761581421,0.8999999761581421,Cuisinart,CONSUMER_GOOD
11,1,3,0.04635760188102722,-0.4000000059604645,0.4000000059604645,water,OTHER
11,1,4,0.035960473120212555,-0.4000000059604645,0.800000011920929,air bubble,OTHER
11,1,5,0.03428663685917854,-0.20000000298023224,0.5,coffee maker,CONSUMER_GOOD
11,1,6,0.03143554553389549,0.20000000298023224,0.800000011920929,carafe,OTHER
11,1,7,0.030288733541965485,-0.20000000298023224,0.20000000298023224,coffee,OTHER
11,1,8,0.02649257704615593,0.0,0.0,machine,CONSUMER_GOOD
11,1,9,0.02273004688322544,-0.20000000298023224,0.20000000298023224,understatement,OTHER
11,1,10,0.02109745517373085,-0.20000000298023224,0.20000000298023224,cups,OTHER
11,1,11,0.018672281876206398,-0.30000001192092896,0.30000001192092896,water container,OTHER
11,1,12,0.017748719081282616,0.0,0.0,course,OTHER
11,1,13,0.01655276119709015,0.0,0.0,water,OTHER
11,1,14,0.016533419489860535,0.0,0.0,water,OTHER
11,1,15,0.016288315877318382,0.0,0.0,box,OTHER
11,1,16,0.015207691118121147,0.10000000149011612,0.10000000149011612,needle,OTHER
11,1,17,0.014046823605895042,-0.30000001192092896,0.30000001192092896,container,OTHER
11,1,18,0.0125428456813097,0.0,0.0,try,OTHER
11,1,19,0.012355852872133255,0.0,0.0,working,OTHER
11,1,20,0.009827086701989174,-0.10000000149011612,0.10000000149011612,one,OTHER
11,1,21,0.008642124943435192,-0.10000000149011612,0.10000000149011612,pitcher,PERSON
11,1,22,0.008632886223495007,0.0,0.0,lines,OTHER
11,1,23,0.006181115284562111,-0.4000000059604645,0.4000000059604645,air,OTHER
11,1,24,0.005429384298622608,-0.20000000298023224,0.20000000298023224,counter,OTHER
12,1,1,0.536527156829834,0.8999999761581421,0.8999999761581421,thing,OTHER
12,1,2,0.24318593740463257,0.10000000149011612,0.10000000149011612,coffees,OTHER
12,1,3,0.14689326286315918,0.8999999761581421,0.8999999761581421,bread- love,OTHER
12,1,4,0.07339363545179367,0.30000001192092896,0.30000001192092896,pot,CONSUMER_GOOD
13,1,1,0.9161366820335388,0.5,1.7999999523162842,Keurig,ORGANIZATION
13,1,2,0.038026113063097,0.0,0.0,one,CONSUMER_GOOD
13,1,3,0.023743966594338417,0.0,0.0,Amazon,ORGANIZATION
13,1,4,0.012126599438488483,-0.5,0.5,box,OTHER
13,1,5,0.009966648183763027,-0.699999988079071,0.699999988079071,hassle,OTHER
14,1,1,0.4658552408218384,-0.30000001192092896,0.30000001192092896,Home units,OTHER
14,1,2,0.41067183017730713,-0.20000000298023224,0.20000000298023224,money,OTHER
14,1,3,0.12347294390201569,-0.800000011920929,0.800000011920929,thing,OTHER
15,1,1,0.7008063793182373,0.10000000149011612,0.10000000149011612,product,CONSUMER_GOOD
15,1,2,0.17718227207660675,0.0,0.0,coffee drinker,CONSUMER_GOOD
15,1,3,0.12201133370399475,0.6000000238418579,0.6000000238418579,cup,OTHER
16,1,1,1.0,0.4000000059604645,0.4000000059604645,Wedding gift,OTHER
17,1,1,0.5016332268714905,-0.8999999761581421,0.8999999761581421,Keurig,ORGANIZATION
17,1,2,0.20035912096500397,-0.10000000149011612,0.10000000149011612,hen,OTHER
17,1,3,0.11473670601844788,-0.699999988079071,0.699999988079071,K-cup,OTHER
17,1,4,0.08494918793439865,-0.8999999761581421,0.8999999761581421,mess,OTHER
17,1,5,0.06246647611260414,-0.30000001192092896,0.30000001192092896,model,CONSUMER_GOOD
17,1,6,0.03585528954863548,0.0,0.0,counter,OTHER
18,1,1,0.4204000234603882,-0.20000000298023224,0.20000000298023224,water,OTHER
18,1,2,0.2897999882698059,0.0,0.0,gift,OTHER
18,1,3,0.2897999882698059,-0.30000001192092896,0.30000001192092896,person,PERSON
19,1,1,0.41436585783958435,-0.8999999761581421,0.8999999761581421,Keurig,ORGANIZATION
19,1,2,0.30150145292282104,0.30000001192092896,0.30000001192092896,thing,OTHER
