review_id,product_id,begin_offset,content,sentiment_score,sentiment_magnitude
1,1,0,This is an excellent coffee maker.,0.8999999761581421,0.8999999761581421
1,1,36,The reservoir is quite large (9-1/2 cups) so you are not constantly refilling it.,-0.4000000059604645,0.4000000059604645
1,1,119,"It makes very good coffee and there are so, so many brands of the K-Cup flavors from the coffees to Hot Chocolate and Teas.",0.8999999761581421,0.8999999761581421
2,1,0,This product when it works is great.,0.6000000238418579,0.6000000238418579
2,1,38,Problem is half of the time it doesn’t.,-0.4000000059604645,0.4000000059604645
2,1,79,Very frustrating!,-0.800000011920929,0.800000011920929
2,1,98,Water doesn’t transfer from container to coffee maker.,-0.5,0.5
2,1,154,"I’m past my return time now, so will probably have to look for alternatives.",0.0,0.0
3,1,0,"Just what I wanted, a no frills one shot Keurig with a reservoir - which spoiled me and now I'd like an even larger reservoir I drink so much coffee.",0.699999988079071,0.699999988079071
4,1,0,Love it.,0.800000011920929,0.800000011920929
5,1,0,I WAS USING A COFFEE PRESS - WHAT A DIFFERENCE THIS MAKES !,0.20000000298023224,0.20000000298023224
5,1,61,SO GLAD I HAVE IT,0.5,0.5
6,1,0,Got this as a gift for an employee.,0.5,0.5
6,1,37,Great for small households.,0.8999999761581421,0.8999999761581421
7,1,0,This coffee maker sucks!!!!,-0.8999999761581421,0.8999999761581421
7,1,28,It will only make half cups of coffee.,-0.699999988079071,0.699999988079071
7,1,67,I’ve had it one week and it’s all<br />Ready not working.,-0.4000000059604645,0.4000000059604645
7,1,125,I’ve followed the owners manual on cleaning it and it did nothing!!!!,-0.6000000238418579,0.6000000238418579
8,1,0,I like how it makes coffee but do not like the fact the water cannot be completely drained out of the internal chamber.,-0.4000000059604645,0.4000000059604645
8,1,121,Its a health hazard with the chance of bacteria growing in it.,0.10000000149011612,0.10000000149011612
8,1,185,Im returning it and requesting a refund.,-0.10000000149011612,0.10000000149011612
9,1,0,Have had this product for around 6 months and it already has stopped working.,-0.800000011920929,0.800000011920929
9,1,79,This is the second one I bought and both had the same issues.,-0.5,0.5
9,1,142,The pump runs but no hot water comes out.,-0.4000000059604645,0.4000000059604645
9,1,185,"It's too late to return it so, I'm stuck with it.",-0.6000000238418579,0.6000000238418579
9,1,235,I won't buy another Keurig again.,0.0,0.0
10,1,0,Bought one for our house and we all love it!,0.8999999761581421,0.8999999761581421
10,1,45,Very convenient it’s like having my own starbucks at home!,0.8999999761581421,0.8999999761581421
10,1,104,It’s worth the price!,0.5,0.5
10,1,126,The only down side for me is that the water reservoir is small.,0.0,0.0
10,1,190,I which they made it a little bigger but other than that i love it!,0.8999999761581421,0.8999999761581421
11,1,0,My expensive Cuisinart's Keurig died a few months ago and I purchased this one to replace it.,-0.30000001192092896,0.30000001192092896
11,1,94,"I have had it for 3 months, make only 2 cups of coffee per day and its broken already.",-0.800000011920929,0.800000011920929
11,1,181,It appears water won't come through the machine.,-0.6000000238418579,0.6000000238418579
11,1,230,Its not clogged but because I checked the needle yesterday.,-0.10000000149011612,0.10000000149011612
11,1,290,To say I am angry is an understatement.,0.0,0.0
11,1,331,Of course I didn't keep the box it came in.,-0.20000000298023224,0.20000000298023224
11,1,375,Not pleased at all.....<br />Edited on August 30.,-0.800000011920929,0.800000011920929
11,1,426,I was planning to toss this Keurig but decided to give  it one more try.,0.30000001192092896,0.30000001192092896
11,1,499,"I removed the water container, and picked the coffee maker up and placed it down on the counter several times to &#34; knock the air out&#34;...GENTLY.",-0.4000000059604645,0.4000000059604645
11,1,651,"Replaced the carafe, added water and voilà its working.",0.20000000298023224,0.20000000298023224
11,1,708,I now refuse to remove the container and simply add water with another pitcher.,-0.6000000238418579,0.6000000238418579
11,1,789,I believe the problem was an air bubble in one of the lines.,-0.20000000298023224,0.20000000298023224
11,1,850,I am very pleased with it now.,0.8999999761581421,0.8999999761581421
12,1,0,Best thing since sliced bread- love being able to try all different coffees without having to make a full pot.,0.8999999761581421,0.8999999761581421
13,1,0,I previously had a Keurig and loved it.,0.800000011920929,0.800000011920929
13,1,40,I bought a new one for Christmas from Amazon.,0.0,0.0
13,1,86,It worked for four weeks.,0.0,0.0
13,1,112,I no longer have the box and has been a hassle to return.,-0.800000011920929,0.800000011920929
13,1,170,I am very unhappy with my new Keurig,-0.8999999761581421,0.8999999761581421
14,1,0,Had it less than a year and it's already broken.,-0.800000011920929,0.800000011920929
14,1,49,Not worth the money.,-0.5,0.5
14,1,70,Home units are made cheaply and if one thing stops working you might as well through it out.,-0.800000011920929,0.800000011920929
