review_id,product_id,sentiment_score,sentiment_magnitude
1,1,0.0,0.20000000298023224
2,1,0.800000011920929,1.7000000476837158
3,1,0.8999999761581421,1.7999999523162842
4,1,-0.20000000298023224,4.099999904632568
5,1,-0.5,1.600000023841858
6,1,-0.5,2.299999952316284
7,1,0.4000000059604645,2.200000047683716
8,1,-0.8999999761581421,0.8999999761581421
9,1,0.6000000238418579,4.099999904632568
10,1,0.6000000238418579,2.5999999046325684
11,1,0.8999999761581421,2.799999952316284
12,1,0.20000000298023224,1.2000000476837158
13,1,0.5,1.0
14,1,-0.30000001192092896,1.2000000476837158
15,1,0.30000001192092896,1.0
16,1,0.8999999761581421,0.8999999761581421
17,1,0.0,0.0
18,1,0.4000000059604645,2.299999952316284
19,1,0.8999999761581421,0.8999999761581421
20,1,-0.4000000059604645,1.2999999523162842
21,1,-0.699999988079071,0.699999988079071
22,1,0.10000000149011612,1.600000023841858
23,1,0.8999999761581421,1.899999976158142
24,1,0.30000001192092896,0.30000001192092896
25,1,0.699999988079071,2.200000047683716
26,1,0.699999988079071,2.200000047683716
27,1,-0.5,4.300000190734863
28,1,0.0,4.0
29,1,0.5,1.0
30,1,-0.800000011920929,0.800000011920929
31,1,0.4000000059604645,1.2000000476837158
32,1,0.10000000149011612,4.099999904632568
33,1,0.8999999761581421,2.799999952316284
34,1,0.699999988079071,3.9000000953674316
35,1,-0.20000000298023224,1.7000000476837158
36,1,0.0,5.0
37,1,0.699999988079071,1.5
38,1,-0.30000001192092896,7.0
39,1,-0.4000000059604645,0.4000000059604645
40,1,-0.20000000298023224,0.6000000238418579
41,1,0.8999999761581421,0.8999999761581421
42,1,0.8999999761581421,1.899999976158142
43,1,0.8999999761581421,0.8999999761581421
44,1,0.6000000238418579,1.2999999523162842
45,1,0.8999999761581421,0.8999999761581421
46,1,-0.4000000059604645,1.600000023841858
47,1,0.10000000149011612,3.9000000953674316
48,1,0.8999999761581421,1.7999999523162842
49,1,0.0,1.600000023841858
50,1,-0.20000000298023224,0.5
51,1,-0.10000000149011612,0.8999999761581421
52,1,-0.4000000059604645,0.8999999761581421
53,1,-0.30000001192092896,0.30000001192092896
54,1,0.800000011920929,0.800000011920929
55,1,-0.5,1.0
56,1,-0.8999999761581421,0.8999999761581421
57,1,0.8999999761581421,0.8999999761581421
58,1,-0.30000001192092896,0.30000001192092896
59,1,0.20000000298023224,6.400000095367432
60,1,-0.6000000238418579,3.4000000953674316
61,1,0.0,1.2000000476837158
62,1,0.30000001192092896,6.199999809265137
63,1,0.10000000149011612,3.299999952316284
64,1,0.20000000298023224,5.300000190734863
65,1,0.0,5.199999809265137
66,1,-0.30000001192092896,1.100000023841858
67,1,0.0,5.199999809265137
68,1,0.6000000238418579,2.4000000953674316
69,1,0.10000000149011612,8.899999618530273
70,1,0.10000000149011612,1.399999976158142
71,1,-0.6000000238418579,1.2999999523162842
72,1,-0.6000000238418579,1.899999976158142
73,1,0.4000000059604645,1.0
74,1,0.800000011920929,0.800000011920929
75,1,-0.8999999761581421,3.700000047683716
76,1,-0.6000000238418579,2.5999999046325684
77,1,0.0,1.2999999523162842
78,1,0.10000000149011612,7.599999904632568
79,1,-0.8999999761581421,0.8999999761581421
80,1,0.8999999761581421,0.8999999761581421
81,1,0.20000000298023224,7.400000095367432
82,1,0.6000000238418579,1.899999976158142
83,1,0.6000000238418579,1.7999999523162842
84,1,0.8999999761581421,0.8999999761581421
85,1,-0.8999999761581421,2.799999952316284
86,1,0.4000000059604645,2.0999999046325684
87,1,0.4000000059604645,2.9000000953674316
88,1,0.8999999761581421,0.8999999761581421
89,1,0.8999999761581421,1.899999976158142
90,1,-0.20000000298023224,0.8999999761581421
91,1,-0.800000011920929,0.800000011920929
92,1,-0.6000000238418579,0.6000000238418579
93,1,0.8999999761581421,0.8999999761581421
94,1,0.8999999761581421,0.8999999761581421
95,1,-0.10000000149011612,3.299999952316284
96,1,0.5,0.5
97,1,0.8999999761581421,4.5
98,1,0.8999999761581421,1.7999999523162842
99,1,0.800000011920929,0.800000011920929
100,1,0.8999999761581421,0.8999999761581421
101,1,0.5,1.100000023841858
102,1,0.10000000149011612,0.6000000238418579
103,1,0.4000000059604645,1.2999999523162842
104,1,0.800000011920929,0.800000011920929
105,1,0.8999999761581421,0.8999999761581421
106,1,0.30000001192092896,0.699999988079071
107,1,0.8999999761581421,1.899999976158142
108,1,0.699999988079071,2.799999952316284
109,1,-0.20000000298023224,0.4000000059604645
110,1,0.10000000149011612,0.10000000149011612
111,1,0.800000011920929,1.600000023841858
112,1,0.10000000149011612,9.600000381469727
113,1,0.0,3.700000047683716
114,1,0.20000000298023224,7.900000095367432
115,1,0.10000000149011612,8.5
116,1,0.10000000149011612,3.200000047683716
117,1,-0.8999999761581421,0.8999999761581421
118,1,0.10000000149011612,6.800000190734863
119,1,0.4000000059604645,3.9000000953674316
120,1,0.10000000149011612,9.100000381469727
121,1,0.10000000149011612,2.9000000953674316
122,1,0.0,2.700000047683716
123,1,-0.800000011920929,2.5
124,1,0.699999988079071,4.400000095367432
125,1,0.10000000149011612,5.099999904632568
126,1,-0.4000000059604645,1.899999976158142
127,1,0.8999999761581421,2.700000047683716
128,1,0.0,0.800000011920929
129,1,0.5,4.800000190734863
130,1,0.0,2.5999999046325684
131,1,0.8999999761581421,3.5999999046325684
132,1,0.20000000298023224,0.699999988079071
133,1,0.30000001192092896,1.5
134,1,-0.4000000059604645,1.2000000476837158
135,1,0.0,1.7999999523162842
136,1,0.800000011920929,2.4000000953674316
137,1,0.20000000298023224,2.0999999046325684
138,1,0.30000001192092896,1.0
139,1,-0.30000001192092896,0.699999988079071
140,1,0.699999988079071,2.299999952316284
141,1,0.20000000298023224,1.2999999523162842
142,1,-0.5,2.5
143,1,-0.30000001192092896,2.799999952316284
144,1,0.30000001192092896,3.799999952316284
145,1,0.6000000238418579,10.399999618530273
146,1,0.8999999761581421,2.9000000953674316
147,1,0.30000001192092896,2.200000047683716
148,1,0.699999988079071,3.5
149,1,-0.800000011920929,1.7000000476837158
150,1,0.20000000298023224,4.900000095367432
151,1,0.30000001192092896,4.300000190734863
152,1,0.0,5.699999809265137
153,1,0.4000000059604645,15.600000381469727
154,1,0.10000000149011612,3.5
155,1,0.20000000298023224,4.0
156,1,-0.10000000149011612,5.5
157,1,0.0,4.900000095367432
158,1,0.4000000059604645,3.4000000953674316
159,1,0.10000000149011612,17.700000762939453
160,1,-0.20000000298023224,3.5999999046325684
161,1,0.4000000059604645,7.400000095367432
162,1,0.20000000298023224,4.199999809265137
163,1,0.5,6.699999809265137
164,1,-0.20000000298023224,6.900000095367432
165,1,0.4000000059604645,6.5
166,1,-0.6000000238418579,2.799999952316284
167,1,-0.30000001192092896,2.9000000953674316
168,1,0.4000000059604645,4.300000190734863
169,1,0.4000000059604645,5.800000190734863
170,1,0.10000000149011612,8.100000381469727
171,1,0.10000000149011612,7.599999904632568
172,1,0.20000000298023224,1.100000023841858
173,1,-0.699999988079071,0.699999988079071
174,1,0.8999999761581421,1.7999999523162842
175,1,0.30000001192092896,5.099999904632568
176,1,0.5,1.0
177,1,0.4000000059604645,4.300000190734863
178,1,-0.10000000149011612,4.199999809265137
179,1,0.30000001192092896,3.0999999046325684
180,1,-0.4000000059604645,0.800000011920929
181,1,0.0,1.899999976158142
182,1,0.6000000238418579,0.6000000238418579
183,1,0.699999988079071,3.0
184,1,0.4000000059604645,0.8999999761581421
185,1,-0.800000011920929,0.800000011920929
186,1,0.4000000059604645,1.399999976158142
187,1,0.4000000059604645,1.899999976158142
188,1,0.8999999761581421,0.8999999761581421
189,1,0.5,3.200000047683716
190,1,0.8999999761581421,0.8999999761581421
191,1,0.8999999761581421,1.7999999523162842
